Frontend_File,Frontend_Function,HTTP_Method,Frontend_URL,Backend_File,Backend_Function,Backend_Route,Database_Tables,Stored_Procedures,Flow_Calls,Response_Model,Response_Fields,Nested_Fields,Table_Column_Details
manager-portal.ts,updateManagerPortalClaimedBooking,PUT,/api/v2/manager/bookings/assignments,manager\assignments.py,put_booking_assignments,/api/v2/manager,DC_USERS;DC_WF_DISENGAGE;DC_BUYING_PROGRAMS;DC_ENGAGEMENT_HDR;DC_COMPLETED_DELIVERABLES;DC_BOOKING_CONTRACTS_EXTENSIONS;DC_ENGAGEMENT_TO_BOOKINGS_RESPONSIBLE_USER;DC_BOOKINGS_CONTRACTS_RESPONSIBLE_USERS;DC_BOOKINGS_CONTRACTS_LINEAGE;ORGANIZATIONAL_HIERARCHY;DC_SALES_LEVEL;DC_BOOKINGS_CONTRACTS;DC_DELIVERABLES_OWED_SCHEDULED_ENG,"IDENTIFIER,put_booking_assignments",,V2ClaimedBookingContractsModel,"dc_engagement_id,engagement_name,is_cxea,delivery_status,dc_engagement_id_default,claimed_and_managed_by,assignments,is_current_and_unassigned",,"DC_USERS:[CISCO_CCO_ID,USER_ID,USER_TITLE];DC_WF_DISENGAGE:[BOOKING_CONTRACT,DC_ENGAGEMENT_ID,DC_USER_ID,DISENGAGEMENT_REASON_ID,NOTES];DC_BUYING_PROGRAMS:[BUYING_PROGRAM_NAME,BUYING_PROGRAM_TYPE_ID];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE];DC_COMPLETED_DELIVERABLES:[BOOKING_CONTRACT,COMPLETION_TYPE_ID,CYCLE_ITERATOR,DC_ENGAGEMENT_ID,DC_USER_ID,DUE_DATE,NOTE,SUB_TASK_ID];DC_BOOKING_CONTRACTS_EXTENSIONS:[BOOKING_CONTRACT,EXTENSION_END_DATE,EXTENSION_START_DATE];DC_ENGAGEMENT_TO_BOOKINGS_RESPONSIBLE_USER:[BOOKING_CONTRACT,DC_ENGAGEMENT_ID,DC_USER_ID];DC_BOOKINGS_CONTRACTS_RESPONSIBLE_USERS:[BOOKING_CONTRACT,DC_USER_ID,NOTES,SERVICE_ROLE_ID,SUB_ALLOCATION_HW,SUB_ALLOCATION_SW];DC_BOOKINGS_CONTRACTS_LINEAGE:[CHILD_BOOKING_CONTRACT,PARENT_BOOKING_CONTRACT];ORGANIZATIONAL_HIERARCHY:[unknown];DC_SALES_LEVEL:[NODE_LEVEL1,NODE_LEVEL2,NODE_LEVEL3,NODE_LEVEL4,NODE_SEGMENT,SL_ID];DC_BOOKINGS_CONTRACTS:[unknown];DC_DELIVERABLES_OWED_SCHEDULED_ENG:[unknown]"
manager-portal.ts,disengageManagerPortalBooking,POST,/api/v2/manager/bookings/disengage/{booking_contract},manager\bookings_manager.py,disengage_booking,/api/v2/manager/bookings/disengage/{booking_contract},DC_BOOKINGS_CONTRACTS;DC_WF_DISENGAGE;DC_ENGAGEMENT_TO_BOOKINGS_RESPONSIBLE_USER,,,V2DisengagementResponse,dc_user_id,,"DC_BOOKINGS_CONTRACTS:[unknown];DC_WF_DISENGAGE:[BOOKING_CONTRACT,DC_ENGAGEMENT_ID,DC_USER_ID,DISENGAGEMENT_REASON_ID,NOTES];DC_ENGAGEMENT_TO_BOOKINGS_RESPONSIBLE_USER:[BOOKING_CONTRACT,DC_ENGAGEMENT_ID,DC_USER_ID]"
manager-portal.ts,updateClaimedBooking,PATCH,/api/v2/manager/bookings/claimed/{booking_contract},manager\bookings_common.py,update_booking_defaults,/api/v2/manager/bookings/claimed/{booking_contract},DC_USERS;DC_WF_DISENGAGE;DC_BUYING_PROGRAMS;DC_BOOKING_CONTRACTS_EXTENSIONS;DC_ENGAGEMENT_TO_BOOKINGS_RESPONSIBLE_USER;DC_BOOKINGS_CONTRACTS_RESPONSIBLE_USERS;DC_ENGAGEMENT_HDR;DC_BOOKINGS_CONTRACTS_LINEAGE;ORGANIZATIONAL_HIERARCHY;DC_SALES_LEVEL;DC_COMPLETED_DELIVERABLES;DC_BOOKINGS_CONTRACTS;DC_DELIVERABLES_OWED_SCHEDULED_ENG,,,V2ClaimedBookingContractsModel,"dc_engagement_id,engagement_name,is_cxea,delivery_status,dc_engagement_id_default,claimed_and_managed_by,assignments,is_current_and_unassigned",,"DC_USERS:[CISCO_CCO_ID,USER_ID,USER_TITLE];DC_WF_DISENGAGE:[BOOKING_CONTRACT,DC_ENGAGEMENT_ID,DC_USER_ID,DISENGAGEMENT_REASON_ID,NOTES];DC_BUYING_PROGRAMS:[BUYING_PROGRAM_NAME,BUYING_PROGRAM_TYPE_ID];DC_BOOKING_CONTRACTS_EXTENSIONS:[BOOKING_CONTRACT,EXTENSION_END_DATE,EXTENSION_START_DATE];DC_ENGAGEMENT_TO_BOOKINGS_RESPONSIBLE_USER:[BOOKING_CONTRACT,DC_ENGAGEMENT_ID,DC_USER_ID];DC_BOOKINGS_CONTRACTS_RESPONSIBLE_USERS:[BOOKING_CONTRACT,DC_USER_ID,NOTES,SERVICE_ROLE_ID,SUB_ALLOCATION_HW,SUB_ALLOCATION_SW];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE];DC_BOOKINGS_CONTRACTS_LINEAGE:[CHILD_BOOKING_CONTRACT,PARENT_BOOKING_CONTRACT];ORGANIZATIONAL_HIERARCHY:[unknown];DC_SALES_LEVEL:[NODE_LEVEL1,NODE_LEVEL2,NODE_LEVEL3,NODE_LEVEL4,NODE_SEGMENT,SL_ID];DC_COMPLETED_DELIVERABLES:[BOOKING_CONTRACT,COMPLETION_TYPE_ID,CYCLE_ITERATOR,DC_ENGAGEMENT_ID,DC_USER_ID,DUE_DATE,NOTE,SUB_TASK_ID];DC_BOOKINGS_CONTRACTS:[unknown];DC_DELIVERABLES_OWED_SCHEDULED_ENG:[unknown]"
manager-portal.ts,updateClaimedBookingCalculation,PATCH,/api/v2/manager/bookings/claimed/{booking_contract}/calculated,manager\bookings_common.py,update_booking_defaults,/api/v2/manager/bookings/claimed/{booking_contract},DC_USERS;DC_WF_DISENGAGE;DC_BUYING_PROGRAMS;DC_BOOKING_CONTRACTS_EXTENSIONS;DC_ENGAGEMENT_TO_BOOKINGS_RESPONSIBLE_USER;DC_BOOKINGS_CONTRACTS_RESPONSIBLE_USERS;DC_ENGAGEMENT_HDR;DC_BOOKINGS_CONTRACTS_LINEAGE;ORGANIZATIONAL_HIERARCHY;DC_SALES_LEVEL;DC_COMPLETED_DELIVERABLES;DC_BOOKINGS_CONTRACTS;DC_DELIVERABLES_OWED_SCHEDULED_ENG,,,V2ClaimedBookingContractsModel,"dc_engagement_id,engagement_name,is_cxea,delivery_status,dc_engagement_id_default,claimed_and_managed_by,assignments,is_current_and_unassigned",,"DC_USERS:[CISCO_CCO_ID,USER_ID,USER_TITLE];DC_WF_DISENGAGE:[BOOKING_CONTRACT,DC_ENGAGEMENT_ID,DC_USER_ID,DISENGAGEMENT_REASON_ID,NOTES];DC_BUYING_PROGRAMS:[BUYING_PROGRAM_NAME,BUYING_PROGRAM_TYPE_ID];DC_BOOKING_CONTRACTS_EXTENSIONS:[BOOKING_CONTRACT,EXTENSION_END_DATE,EXTENSION_START_DATE];DC_ENGAGEMENT_TO_BOOKINGS_RESPONSIBLE_USER:[BOOKING_CONTRACT,DC_ENGAGEMENT_ID,DC_USER_ID];DC_BOOKINGS_CONTRACTS_RESPONSIBLE_USERS:[BOOKING_CONTRACT,DC_USER_ID,NOTES,SERVICE_ROLE_ID,SUB_ALLOCATION_HW,SUB_ALLOCATION_SW];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE];DC_BOOKINGS_CONTRACTS_LINEAGE:[CHILD_BOOKING_CONTRACT,PARENT_BOOKING_CONTRACT];ORGANIZATIONAL_HIERARCHY:[unknown];DC_SALES_LEVEL:[NODE_LEVEL1,NODE_LEVEL2,NODE_LEVEL3,NODE_LEVEL4,NODE_SEGMENT,SL_ID];DC_COMPLETED_DELIVERABLES:[BOOKING_CONTRACT,COMPLETION_TYPE_ID,CYCLE_ITERATOR,DC_ENGAGEMENT_ID,DC_USER_ID,DUE_DATE,NOTE,SUB_TASK_ID];DC_BOOKINGS_CONTRACTS:[unknown];DC_DELIVERABLES_OWED_SCHEDULED_ENG:[unknown]"
manager-portal.ts,updateClaimedBookingAssignments,PATCH,/api/v2/manager/bookings/claimed/{booking_contract}/assignments,manager\bookings_common.py,update_booking_defaults,/api/v2/manager/bookings/claimed/{booking_contract},DC_USERS;DC_WF_DISENGAGE;DC_BUYING_PROGRAMS;DC_BOOKING_CONTRACTS_EXTENSIONS;DC_ENGAGEMENT_TO_BOOKINGS_RESPONSIBLE_USER;DC_BOOKINGS_CONTRACTS_RESPONSIBLE_USERS;DC_ENGAGEMENT_HDR;DC_BOOKINGS_CONTRACTS_LINEAGE;ORGANIZATIONAL_HIERARCHY;DC_SALES_LEVEL;DC_COMPLETED_DELIVERABLES;DC_BOOKINGS_CONTRACTS;DC_DELIVERABLES_OWED_SCHEDULED_ENG,,,V2ClaimedBookingContractsModel,"dc_engagement_id,engagement_name,is_cxea,delivery_status,dc_engagement_id_default,claimed_and_managed_by,assignments,is_current_and_unassigned",,"DC_USERS:[CISCO_CCO_ID,USER_ID,USER_TITLE];DC_WF_DISENGAGE:[BOOKING_CONTRACT,DC_ENGAGEMENT_ID,DC_USER_ID,DISENGAGEMENT_REASON_ID,NOTES];DC_BUYING_PROGRAMS:[BUYING_PROGRAM_NAME,BUYING_PROGRAM_TYPE_ID];DC_BOOKING_CONTRACTS_EXTENSIONS:[BOOKING_CONTRACT,EXTENSION_END_DATE,EXTENSION_START_DATE];DC_ENGAGEMENT_TO_BOOKINGS_RESPONSIBLE_USER:[BOOKING_CONTRACT,DC_ENGAGEMENT_ID,DC_USER_ID];DC_BOOKINGS_CONTRACTS_RESPONSIBLE_USERS:[BOOKING_CONTRACT,DC_USER_ID,NOTES,SERVICE_ROLE_ID,SUB_ALLOCATION_HW,SUB_ALLOCATION_SW];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE];DC_BOOKINGS_CONTRACTS_LINEAGE:[CHILD_BOOKING_CONTRACT,PARENT_BOOKING_CONTRACT];ORGANIZATIONAL_HIERARCHY:[unknown];DC_SALES_LEVEL:[NODE_LEVEL1,NODE_LEVEL2,NODE_LEVEL3,NODE_LEVEL4,NODE_SEGMENT,SL_ID];DC_COMPLETED_DELIVERABLES:[BOOKING_CONTRACT,COMPLETION_TYPE_ID,CYCLE_ITERATOR,DC_ENGAGEMENT_ID,DC_USER_ID,DUE_DATE,NOTE,SUB_TASK_ID];DC_BOOKINGS_CONTRACTS:[unknown];DC_DELIVERABLES_OWED_SCHEDULED_ENG:[unknown]"
manager-portal.ts,updateVerifiedBookingDcTypes,PATCH,/api/v2/manager/bookings/claimed/{booking_contract}/dc_types,manager\bookings_manager.py,update_claimed_booking_dc_types,/api/v2/manager/bookings/claimed/{booking_contract}/dc_types,DC_USERS;DC_WF_DISENGAGE;DC_BUYING_PROGRAMS;DC_BOOKING_CONTRACTS_EXTENSIONS;DC_ENGAGEMENT_TO_BOOKINGS_RESPONSIBLE_USER;DC_BOOKINGS_CONTRACTS_RESPONSIBLE_USERS;DC_BOOKINGS_CONTRACTS_LINEAGE;ORGANIZATIONAL_HIERARCHY;DC_ENGAGEMENT_HDR;DC_SALES_LEVEL;DC_COMPLETED_DELIVERABLES;DC_BOOKINGS_CONTRACTS;DC_DELIVERABLES_OWED_SCHEDULED_ENG,,,V2ClaimedBookingContractsModel,"dc_engagement_id,engagement_name,is_cxea,delivery_status,dc_engagement_id_default,claimed_and_managed_by,assignments,is_current_and_unassigned",,"DC_USERS:[CISCO_CCO_ID,USER_ID,USER_TITLE];DC_WF_DISENGAGE:[BOOKING_CONTRACT,DC_ENGAGEMENT_ID,DC_USER_ID,DISENGAGEMENT_REASON_ID,NOTES];DC_BUYING_PROGRAMS:[BUYING_PROGRAM_NAME,BUYING_PROGRAM_TYPE_ID];DC_BOOKING_CONTRACTS_EXTENSIONS:[BOOKING_CONTRACT,EXTENSION_END_DATE,EXTENSION_START_DATE];DC_ENGAGEMENT_TO_BOOKINGS_RESPONSIBLE_USER:[BOOKING_CONTRACT,DC_ENGAGEMENT_ID,DC_USER_ID];DC_BOOKINGS_CONTRACTS_RESPONSIBLE_USERS:[BOOKING_CONTRACT,DC_USER_ID,NOTES,SERVICE_ROLE_ID,SUB_ALLOCATION_HW,SUB_ALLOCATION_SW];DC_BOOKINGS_CONTRACTS_LINEAGE:[CHILD_BOOKING_CONTRACT,PARENT_BOOKING_CONTRACT];ORGANIZATIONAL_HIERARCHY:[unknown];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE];DC_SALES_LEVEL:[NODE_LEVEL1,NODE_LEVEL2,NODE_LEVEL3,NODE_LEVEL4,NODE_SEGMENT,SL_ID];DC_COMPLETED_DELIVERABLES:[BOOKING_CONTRACT,COMPLETION_TYPE_ID,CYCLE_ITERATOR,DC_ENGAGEMENT_ID,DC_USER_ID,DUE_DATE,NOTE,SUB_TASK_ID];DC_BOOKINGS_CONTRACTS:[unknown];DC_DELIVERABLES_OWED_SCHEDULED_ENG:[unknown]"
manager-portal.ts,updateCurrentSalesDetails,POST,/api/v2/manager/bookings/sales_levels,manager\bookings_common.py,assign_sales_levels_bulk,/api/v2/manager/bookings/sales_levels,DC_BOOKINGS_CONTRACTS,,,V2BulkSalesLevelAssignmentResponse,"has_errors,errors,assignments",,DC_BOOKINGS_CONTRACTS:[unknown]
manager-portal.ts,getManagerPortalClaimedContracts,GET,/api/v2/manager/users,manager\users.py,get_manager_users,/api/v2/manager/users,DC_USERS;ORGANIZATIONAL_HIERARCHY,,,list[V2ManagerUser],"cisco_cco_id,user_id,user_title,display_name,is_direct_report,theater,total_utilization,starting_bookings,expiring_bookings,projected_utilization",,"DC_USERS:[CISCO_CCO_ID,USER_ID,USER_TITLE];ORGANIZATIONAL_HIERARCHY:[unknown]"
manager-portal.ts,getManagerPortalRenewableBookings,GET,/api/v2/manager/bookings/renewals,manager\bookings_manager.py,get_available_to_renew_from,/api/v2/manager/bookings/renewals,DC_USERS;DC_BOOKING_CONTRACTS_EXTENSIONS;DC_ENGAGEMENT_TO_BOOKINGS_RESPONSIBLE_USER;DC_BOOKINGS_CONTRACTS_RESPONSIBLE_USERS;DC_BOOKINGS_CONTRACTS_LINEAGE;ORGANIZATIONAL_HIERARCHY;DC_ENGAGEMENT_HDR;DC_SALES_LEVEL;DC_BOOKINGS_CONTRACTS,,,list[V2RenewableBookingResponse],"booking_contract,account_name,agreement_start_date,agreement_end_date,effective_end_date,engagements,renewed_from,buying_program_type_id,sold_as_service_type_id,sold_as_pricing_type_id,booking_contract_type_id,manager_name,employee_names,sales_level_id,node_level1,node_level2,node_level3,node_level4,node_segment",,"DC_USERS:[CISCO_CCO_ID,USER_ID,USER_TITLE];DC_BOOKING_CONTRACTS_EXTENSIONS:[BOOKING_CONTRACT,EXTENSION_END_DATE,EXTENSION_START_DATE];DC_ENGAGEMENT_TO_BOOKINGS_RESPONSIBLE_USER:[BOOKING_CONTRACT,DC_ENGAGEMENT_ID,DC_USER_ID];DC_BOOKINGS_CONTRACTS_RESPONSIBLE_USERS:[BOOKING_CONTRACT,DC_USER_ID,NOTES,SERVICE_ROLE_ID,SUB_ALLOCATION_HW,SUB_ALLOCATION_SW];DC_BOOKINGS_CONTRACTS_LINEAGE:[CHILD_BOOKING_CONTRACT,PARENT_BOOKING_CONTRACT];ORGANIZATIONAL_HIERARCHY:[unknown];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE];DC_SALES_LEVEL:[NODE_LEVEL1,NODE_LEVEL2,NODE_LEVEL3,NODE_LEVEL4,NODE_SEGMENT,SL_ID];DC_BOOKINGS_CONTRACTS:[unknown]"
manager-portal.ts,putManagerPortalBookingAssignments,PUT,/api/v2/manager/bookings/assignments,manager\assignments.py,put_booking_assignments,/api/v2/manager,DC_USERS;DC_WF_DISENGAGE;DC_BUYING_PROGRAMS;DC_ENGAGEMENT_HDR;DC_COMPLETED_DELIVERABLES;DC_BOOKING_CONTRACTS_EXTENSIONS;DC_ENGAGEMENT_TO_BOOKINGS_RESPONSIBLE_USER;DC_BOOKINGS_CONTRACTS_RESPONSIBLE_USERS;DC_BOOKINGS_CONTRACTS_LINEAGE;ORGANIZATIONAL_HIERARCHY;DC_SALES_LEVEL;DC_BOOKINGS_CONTRACTS;DC_DELIVERABLES_OWED_SCHEDULED_ENG,"IDENTIFIER,put_booking_assignments",,V2ClaimedBookingContractsModel,"dc_engagement_id,engagement_name,is_cxea,delivery_status,dc_engagement_id_default,claimed_and_managed_by,assignments,is_current_and_unassigned",,"DC_USERS:[CISCO_CCO_ID,USER_ID,USER_TITLE];DC_WF_DISENGAGE:[BOOKING_CONTRACT,DC_ENGAGEMENT_ID,DC_USER_ID,DISENGAGEMENT_REASON_ID,NOTES];DC_BUYING_PROGRAMS:[BUYING_PROGRAM_NAME,BUYING_PROGRAM_TYPE_ID];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE];DC_COMPLETED_DELIVERABLES:[BOOKING_CONTRACT,COMPLETION_TYPE_ID,CYCLE_ITERATOR,DC_ENGAGEMENT_ID,DC_USER_ID,DUE_DATE,NOTE,SUB_TASK_ID];DC_BOOKING_CONTRACTS_EXTENSIONS:[BOOKING_CONTRACT,EXTENSION_END_DATE,EXTENSION_START_DATE];DC_ENGAGEMENT_TO_BOOKINGS_RESPONSIBLE_USER:[BOOKING_CONTRACT,DC_ENGAGEMENT_ID,DC_USER_ID];DC_BOOKINGS_CONTRACTS_RESPONSIBLE_USERS:[BOOKING_CONTRACT,DC_USER_ID,NOTES,SERVICE_ROLE_ID,SUB_ALLOCATION_HW,SUB_ALLOCATION_SW];DC_BOOKINGS_CONTRACTS_LINEAGE:[CHILD_BOOKING_CONTRACT,PARENT_BOOKING_CONTRACT];ORGANIZATIONAL_HIERARCHY:[unknown];DC_SALES_LEVEL:[NODE_LEVEL1,NODE_LEVEL2,NODE_LEVEL3,NODE_LEVEL4,NODE_SEGMENT,SL_ID];DC_BOOKINGS_CONTRACTS:[unknown];DC_DELIVERABLES_OWED_SCHEDULED_ENG:[unknown]"
manager-portal.ts,replaceManagerPortalUser,POST,/api/v2/manager/bookings/assignments/replace,manager\assignments.py,replace_responsible_user,/api/v2/manager/replace,DC_USERS;DC_WF_DISENGAGE;DC_BUYING_PROGRAMS;DC_BOOKING_CONTRACTS_EXTENSIONS;DC_ENGAGEMENT_TO_BOOKINGS_RESPONSIBLE_USER;DC_BOOKINGS_CONTRACTS_RESPONSIBLE_USERS;DC_BOOKINGS_CONTRACTS_LINEAGE;ORGANIZATIONAL_HIERARCHY;DC_ENGAGEMENT_HDR;DC_SALES_LEVEL;DC_COMPLETED_DELIVERABLES;DC_BOOKINGS_CONTRACTS;DC_DELIVERABLES_OWED_SCHEDULED_ENG,replace_responsible_user,,V2ClaimedBookingContractsModel,"dc_engagement_id,engagement_name,is_cxea,delivery_status,dc_engagement_id_default,claimed_and_managed_by,assignments,is_current_and_unassigned",,"DC_USERS:[CISCO_CCO_ID,USER_ID,USER_TITLE];DC_WF_DISENGAGE:[BOOKING_CONTRACT,DC_ENGAGEMENT_ID,DC_USER_ID,DISENGAGEMENT_REASON_ID,NOTES];DC_BUYING_PROGRAMS:[BUYING_PROGRAM_NAME,BUYING_PROGRAM_TYPE_ID];DC_BOOKING_CONTRACTS_EXTENSIONS:[BOOKING_CONTRACT,EXTENSION_END_DATE,EXTENSION_START_DATE];DC_ENGAGEMENT_TO_BOOKINGS_RESPONSIBLE_USER:[BOOKING_CONTRACT,DC_ENGAGEMENT_ID,DC_USER_ID];DC_BOOKINGS_CONTRACTS_RESPONSIBLE_USERS:[BOOKING_CONTRACT,DC_USER_ID,NOTES,SERVICE_ROLE_ID,SUB_ALLOCATION_HW,SUB_ALLOCATION_SW];DC_BOOKINGS_CONTRACTS_LINEAGE:[CHILD_BOOKING_CONTRACT,PARENT_BOOKING_CONTRACT];ORGANIZATIONAL_HIERARCHY:[unknown];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE];DC_SALES_LEVEL:[NODE_LEVEL1,NODE_LEVEL2,NODE_LEVEL3,NODE_LEVEL4,NODE_SEGMENT,SL_ID];DC_COMPLETED_DELIVERABLES:[BOOKING_CONTRACT,COMPLETION_TYPE_ID,CYCLE_ITERATOR,DC_ENGAGEMENT_ID,DC_USER_ID,DUE_DATE,NOTE,SUB_TASK_ID];DC_BOOKINGS_CONTRACTS:[unknown];DC_DELIVERABLES_OWED_SCHEDULED_ENG:[unknown]"
manager-portal.ts,postManagerPortalExtendBookingContract,POST,/api/v2/manager/bookings/extend/{booking_contract},manager\bookings_manager.py,extend_booking_contract,/api/v2/manager/bookings/extend/{booking_contract},DC_USERS;DC_WF_DISENGAGE;DC_BUYING_PROGRAMS;DC_ENGAGEMENT_HDR;DC_COMPLETED_DELIVERABLES;DC_BOOKING_CONTRACTS_EXTENSIONS;DC_ENGAGEMENT_TO_BOOKINGS_RESPONSIBLE_USER;DC_BOOKINGS_CONTRACTS_RESPONSIBLE_USERS;DC_BOOKINGS_CONTRACTS_LINEAGE;ORGANIZATIONAL_HIERARCHY;DC_SALES_LEVEL;DC_BOOKINGS_CONTRACTS;DC_DELIVERABLES_OWED_SCHEDULED_ENG,,,V2ClaimedBookingContractsModel,"dc_engagement_id,engagement_name,is_cxea,delivery_status,dc_engagement_id_default,claimed_and_managed_by,assignments,is_current_and_unassigned",,"DC_USERS:[CISCO_CCO_ID,USER_ID,USER_TITLE];DC_WF_DISENGAGE:[BOOKING_CONTRACT,DC_ENGAGEMENT_ID,DC_USER_ID,DISENGAGEMENT_REASON_ID,NOTES];DC_BUYING_PROGRAMS:[BUYING_PROGRAM_NAME,BUYING_PROGRAM_TYPE_ID];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE];DC_COMPLETED_DELIVERABLES:[BOOKING_CONTRACT,COMPLETION_TYPE_ID,CYCLE_ITERATOR,DC_ENGAGEMENT_ID,DC_USER_ID,DUE_DATE,NOTE,SUB_TASK_ID];DC_BOOKING_CONTRACTS_EXTENSIONS:[BOOKING_CONTRACT,EXTENSION_END_DATE,EXTENSION_START_DATE];DC_ENGAGEMENT_TO_BOOKINGS_RESPONSIBLE_USER:[BOOKING_CONTRACT,DC_ENGAGEMENT_ID,DC_USER_ID];DC_BOOKINGS_CONTRACTS_RESPONSIBLE_USERS:[BOOKING_CONTRACT,DC_USER_ID,NOTES,SERVICE_ROLE_ID,SUB_ALLOCATION_HW,SUB_ALLOCATION_SW];DC_BOOKINGS_CONTRACTS_LINEAGE:[CHILD_BOOKING_CONTRACT,PARENT_BOOKING_CONTRACT];ORGANIZATIONAL_HIERARCHY:[unknown];DC_SALES_LEVEL:[NODE_LEVEL1,NODE_LEVEL2,NODE_LEVEL3,NODE_LEVEL4,NODE_SEGMENT,SL_ID];DC_BOOKINGS_CONTRACTS:[unknown];DC_DELIVERABLES_OWED_SCHEDULED_ENG:[unknown]"
manager-portal.ts,deleteManagerPortalUnclaimBooking,DELETE,/api/v2/manager/bookings/claim/{booking_contract},manager\bookings_manager.py,unclaim_booking,/api/v2/manager/bookings/claim/{booking_contract},DC_BOOKINGS_CONTRACTS;DC_BOOKINGS_CONTRACTS_LINEAGE,,,,,,"DC_BOOKINGS_CONTRACTS:[unknown];DC_BOOKINGS_CONTRACTS_LINEAGE:[CHILD_BOOKING_CONTRACT,PARENT_BOOKING_CONTRACT]"
manager-portal.ts,patchManagerPortalAllocationRatio,PATCH,/api/v2/manager/bookings/claimed/{booking_contract}/allocation_ratio,manager\bookings_manager.py,update_claimed_booking_allocation_ratios,/api/v2/manager/bookings/claimed/{booking_contract}/allocation_ratio,DC_USERS;DC_WF_DISENGAGE;DC_BUYING_PROGRAMS;DC_ENGAGEMENT_HDR;DC_COMPLETED_DELIVERABLES;DC_BOOKING_CONTRACTS_EXTENSIONS;DC_ENGAGEMENT_TO_BOOKINGS_RESPONSIBLE_USER;DC_BOOKINGS_CONTRACTS_RESPONSIBLE_USERS;DC_BOOKINGS_CONTRACTS_LINEAGE;ORGANIZATIONAL_HIERARCHY;DC_SALES_LEVEL;DC_BOOKINGS_CONTRACTS;DC_DELIVERABLES_OWED_SCHEDULED_ENG,,,V2ClaimedBookingContractsModel,"dc_engagement_id,engagement_name,is_cxea,delivery_status,dc_engagement_id_default,claimed_and_managed_by,assignments,is_current_and_unassigned",,"DC_USERS:[CISCO_CCO_ID,USER_ID,USER_TITLE];DC_WF_DISENGAGE:[BOOKING_CONTRACT,DC_ENGAGEMENT_ID,DC_USER_ID,DISENGAGEMENT_REASON_ID,NOTES];DC_BUYING_PROGRAMS:[BUYING_PROGRAM_NAME,BUYING_PROGRAM_TYPE_ID];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE];DC_COMPLETED_DELIVERABLES:[BOOKING_CONTRACT,COMPLETION_TYPE_ID,CYCLE_ITERATOR,DC_ENGAGEMENT_ID,DC_USER_ID,DUE_DATE,NOTE,SUB_TASK_ID];DC_BOOKING_CONTRACTS_EXTENSIONS:[BOOKING_CONTRACT,EXTENSION_END_DATE,EXTENSION_START_DATE];DC_ENGAGEMENT_TO_BOOKINGS_RESPONSIBLE_USER:[BOOKING_CONTRACT,DC_ENGAGEMENT_ID,DC_USER_ID];DC_BOOKINGS_CONTRACTS_RESPONSIBLE_USERS:[BOOKING_CONTRACT,DC_USER_ID,NOTES,SERVICE_ROLE_ID,SUB_ALLOCATION_HW,SUB_ALLOCATION_SW];DC_BOOKINGS_CONTRACTS_LINEAGE:[CHILD_BOOKING_CONTRACT,PARENT_BOOKING_CONTRACT];ORGANIZATIONAL_HIERARCHY:[unknown];DC_SALES_LEVEL:[NODE_LEVEL1,NODE_LEVEL2,NODE_LEVEL3,NODE_LEVEL4,NODE_SEGMENT,SL_ID];DC_BOOKINGS_CONTRACTS:[unknown];DC_DELIVERABLES_OWED_SCHEDULED_ENG:[unknown]"
