primary_key,table_name,table_type,column_names,type,relationship_kind,primary_key_reference,schema_name
2345,CAM_SOURCE_IMAGE,VIEW,ORIG_POSTAL_CODE,VARCHAR(60),COLUMN,N,CPS_DSCI_BR
2346,CAM_SOURCE_IMAGE,VIEW,ORIG_COUNTRY,VARCHAR(60),COLUMN,N,CPS_DSCI_BR
2347,CAM_SOURCE_IMAGE,VIEW,COMPLETENESS_MESSAGE,VARCHAR(240),COLUMN,N,CPS_DSCI_BR
2348,CAM_SOURCE_IMAGE,VIEW,GEO_VALID_MESSAGE,VARCHAR(240),COLUMN,N,CPS_DSCI_BR
2349,CAM_SOURCE_IMAGE,VIEW,CLEANSING_MESSAGE,VARCHAR(240),COLUMN,N,CPS_DSCI_BR
2350,CAM_SOURCE_IMAGE,VIEW,EDWSF_BATCH_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
2351,CAM_SOURCE_IMAGE,VIEW,EDWSF_CREATE_DTM,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR
2352,CAM_SOURCE_IMAGE,VIEW,EDWSF_CREATE_USER,VARCHAR(50),COLUMN,N,CPS_DSCI_BR
2353,CAM_SOURCE_IMAGE,VIEW,EDWSF_UPDATE_DTM,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR
2354,CAM_SOURCE_IMAGE,VIEW,EDWSF_UPDATE_USER,VARCHAR(50),COLUMN,N,CPS_DSCI_BR
2355,CAM_SOURCE_IMAGE,VIEW,EDWSF_SOURCE_DELETED_FLAG,VARCHAR(1),COLUMN,N,CPS_DSCI_BR
2356,CPQ_QUOTES,VIEW,QUOTE_NAME,VARCHAR(765),COLUMN,N,CPS_DSCI_BR
2357,CPQ_QUOTES,VIEW,QUOTE_THEATER,VARCHAR(3900),COLUMN,N,CPS_DSCI_BR
2358,CPQ_QUOTES,VIEW,THEATER,VARCHAR(765),COLUMN,N,CPS_DSCI_BR
2359,CPQ_QUOTES,VIEW,SALES_LEVEL_1,VARCHAR(300),COLUMN,N,CPS_DSCI_BR
2360,CPQ_QUOTES,VIEW,SALES_LEVEL_2,VARCHAR(300),COLUMN,N,CPS_DSCI_BR
2361,CPQ_QUOTES,VIEW,ESTIMATE_SUB_TYPE,VARCHAR(765),COLUMN,N,CPS_DSCI_BR
2362,CPQ_QUOTES,VIEW,CPQ_ESTIMATE_TYPE_NEW__C,VARCHAR(3900),COLUMN,N,CPS_DSCI_BR
2363,CPQ_QUOTES,VIEW,CPQ_COUNTRY__C,VARCHAR(765),COLUMN,N,CPS_DSCI_BR
2364,CPQ_QUOTES,VIEW,STATUS,VARCHAR(765),COLUMN,N,CPS_DSCI_BR
2365,CPQ_QUOTES,VIEW,ERP_ORDER_NUMBER,VARCHAR(300),COLUMN,N,CPS_DSCI_BR
2366,CPQ_QUOTES,VIEW,ORDERED,BOOLEAN,COLUMN,N,CPS_DSCI_BR
2367,CPQ_QUOTES,VIEW,CAM_REVENUE,FLOAT,COLUMN,N,CPS_DSCI_BR
2368,CPQ_QUOTES,VIEW,CAM_COST,FLOAT,COLUMN,N,CPS_DSCI_BR
2369,CPQ_QUOTES,VIEW,TOTAL_COST,FLOAT,COLUMN,N,CPS_DSCI_BR
2370,CPQ_QUOTES,VIEW,CAM_MARGIN,FLOAT,COLUMN,N,CPS_DSCI_BR
2371,CPQ_QUOTES,VIEW,ERP_ORDER_LINE_ID,VARCHAR(120),COLUMN,N,CPS_DSCI_BR
2372,CPQ_QUOTES,VIEW,ERP_SO_NUMBER,VARCHAR(120),COLUMN,N,CPS_DSCI_BR
2373,CPQ_QUOTES,VIEW,CPQ_CONTRACT_NUMBER,VARCHAR(765),COLUMN,N,CPS_DSCI_BR
2374,CPQ_QUOTES,VIEW,NET_MARGIN,FLOAT,COLUMN,N,CPS_DSCI_BR
2375,CPQ_QUOTES,VIEW,CCW_QUOTE_ID,VARCHAR(300),COLUMN,N,CPS_DSCI_BR
2376,CPQ_QUOTES,VIEW,QUOTE_NUMBER,VARCHAR(240),COLUMN,N,CPS_DSCI_BR
2377,CPQ_QUOTES,VIEW,TOTAL_ONSITE_HOURS,FLOAT,COLUMN,N,CPS_DSCI_BR
2378,CPQ_QUOTES,VIEW,TOTAL_REMOTE_HOURS,FLOAT,COLUMN,N,CPS_DSCI_BR
2379,CPQ_QUOTES,VIEW,TOTAL_WORK_HOURS,FLOAT,COLUMN,N,CPS_DSCI_BR
2380,CPQ_QUOTES,VIEW,TOTAL_WORK_HOURS_FORMULA,FLOAT,COLUMN,N,CPS_DSCI_BR
2381,CPQ_QUOTES,VIEW,TOTAL_HOURS,FLOAT,COLUMN,N,CPS_DSCI_BR
2382,CPQ_QUOTES,VIEW,C2LL,FLOAT,COLUMN,N,CPS_DSCI_BR
2383,CPQ_QUOTES,VIEW,DURATION_LL,"NUMBER(17,0)",COLUMN,N,CPS_DSCI_BR
2384,CPQ_QUOTES,VIEW,DURATION,"NUMBER(17,0)",COLUMN,N,CPS_DSCI_BR
2385,CPQ_QUOTES,VIEW,Q_START_DATE,DATE,COLUMN,N,CPS_DSCI_BR
2386,CPQ_QUOTES,VIEW,Q_END_DATE,DATE,COLUMN,N,CPS_DSCI_BR
2387,CPQ_QUOTES,VIEW,QL_START_DATE,DATE,COLUMN,N,CPS_DSCI_BR
2388,CPQ_QUOTES,VIEW,QL_END_DATE,DATE,COLUMN,N,CPS_DSCI_BR
2389,CPQ_QUOTES,VIEW,QL_EFFECTIVE_START_DATE,DATE,COLUMN,N,CPS_DSCI_BR
2390,CPQ_QUOTES,VIEW,QL_EFFECTIVE_END_DATE,DATE,COLUMN,N,CPS_DSCI_BR
2391,CPQ_QUOTES,VIEW,QL_EFFECTIVE_SUBSCRIPTION_TERM,FLOAT,COLUMN,N,CPS_DSCI_BR
2392,CPQ_QUOTES,VIEW,END_DATE_OVERRIDE,DATE,COLUMN,N,CPS_DSCI_BR
2393,CPQ_QUOTES,VIEW,EXCHANGE_RATE_DATETIME,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR
2394,CPQ_QUOTES_ALL,VIEW,QUOTE_NAME,VARCHAR(765),COLUMN,N,CPS_DSCI_BR
2395,CPQ_QUOTES_ALL,VIEW,QUOTE_THEATER,VARCHAR(3900),COLUMN,N,CPS_DSCI_BR
2396,CPQ_QUOTES_ALL,VIEW,THEATER,VARCHAR(765),COLUMN,N,CPS_DSCI_BR
2397,CPQ_QUOTES_ALL,VIEW,SALES_LEVEL_1,VARCHAR(300),COLUMN,N,CPS_DSCI_BR
2398,CPQ_QUOTES_ALL,VIEW,SALES_LEVEL_2,VARCHAR(300),COLUMN,N,CPS_DSCI_BR
2399,CPQ_QUOTES_ALL,VIEW,ESTIMATE_SUB_TYPE,VARCHAR(765),COLUMN,N,CPS_DSCI_BR
2400,CPQ_QUOTES_ALL,VIEW,CPQ_ESTIMATE_TYPE_NEW__C,VARCHAR(3900),COLUMN,N,CPS_DSCI_BR
2401,CPQ_QUOTES_ALL,VIEW,CPQ_COUNTRY__C,VARCHAR(765),COLUMN,N,CPS_DSCI_BR
2402,CPQ_QUOTES_ALL,VIEW,STATUS,VARCHAR(765),COLUMN,N,CPS_DSCI_BR
2403,CPQ_QUOTES_ALL,VIEW,ERP_ORDER_NUMBER,VARCHAR(300),COLUMN,N,CPS_DSCI_BR
2404,CPQ_QUOTES_ALL,VIEW,ORDERED,BOOLEAN,COLUMN,N,CPS_DSCI_BR
2405,CPQ_QUOTES_ALL,VIEW,CAM_REVENUE,FLOAT,COLUMN,N,CPS_DSCI_BR
2406,CPQ_QUOTES_ALL,VIEW,CAM_COST,FLOAT,COLUMN,N,CPS_DSCI_BR
2407,CPQ_QUOTES_ALL,VIEW,TOTAL_COST,FLOAT,COLUMN,N,CPS_DSCI_BR
2408,CPQ_QUOTES_ALL,VIEW,CAM_MARGIN,FLOAT,COLUMN,N,CPS_DSCI_BR
2409,CPQ_QUOTES_ALL,VIEW,ERP_ORDER_LINE_ID,VARCHAR(120),COLUMN,N,CPS_DSCI_BR
2410,CPQ_QUOTES_ALL,VIEW,ERP_SO_NUMBER,VARCHAR(120),COLUMN,N,CPS_DSCI_BR
2411,CPQ_QUOTES_ALL,VIEW,CPQ_CONTRACT_NUMBER,VARCHAR(765),COLUMN,N,CPS_DSCI_BR
2412,CPQ_QUOTES_ALL,VIEW,NET_MARGIN,FLOAT,COLUMN,N,CPS_DSCI_BR
2413,CPQ_QUOTES_ALL,VIEW,CCW_QUOTE_ID,VARCHAR(300),COLUMN,N,CPS_DSCI_BR
2414,CPQ_QUOTES_ALL,VIEW,QUOTE_NUMBER,VARCHAR(240),COLUMN,N,CPS_DSCI_BR
2415,CPQ_QUOTES_ALL,VIEW,TOTAL_ONSITE_HOURS,FLOAT,COLUMN,N,CPS_DSCI_BR
2416,CPQ_QUOTES_ALL,VIEW,TOTAL_REMOTE_HOURS,FLOAT,COLUMN,N,CPS_DSCI_BR
2417,CPQ_QUOTES_ALL,VIEW,TOTAL_WORK_HOURS,FLOAT,COLUMN,N,CPS_DSCI_BR
2418,CPQ_QUOTES_ALL,VIEW,TOTAL_WORK_HOURS_FORMULA,FLOAT,COLUMN,N,CPS_DSCI_BR
2419,CPQ_QUOTES_ALL,VIEW,TOTAL_HOURS,FLOAT,COLUMN,N,CPS_DSCI_BR
2420,CPQ_QUOTES_ALL,VIEW,C2LL,FLOAT,COLUMN,N,CPS_DSCI_BR
2421,CPQ_QUOTES_ALL,VIEW,DURATION_LL,"NUMBER(17,0)",COLUMN,N,CPS_DSCI_BR
2422,CPQ_QUOTES_ALL,VIEW,DURATION,"NUMBER(17,0)",COLUMN,N,CPS_DSCI_BR
2423,CPQ_QUOTES_ALL,VIEW,Q_START_DATE,DATE,COLUMN,N,CPS_DSCI_BR
2424,CPQ_QUOTES_ALL,VIEW,Q_END_DATE,DATE,COLUMN,N,CPS_DSCI_BR
2425,CPQ_QUOTES_ALL,VIEW,QL_START_DATE,DATE,COLUMN,N,CPS_DSCI_BR
2426,CPQ_QUOTES_ALL,VIEW,QL_END_DATE,DATE,COLUMN,N,CPS_DSCI_BR
2427,CPQ_QUOTES_ALL,VIEW,QL_EFFECTIVE_START_DATE,DATE,COLUMN,N,CPS_DSCI_BR
2428,CPQ_QUOTES_ALL,VIEW,QL_EFFECTIVE_END_DATE,DATE,COLUMN,N,CPS_DSCI_BR
2429,CPQ_QUOTES_ALL,VIEW,QL_EFFECTIVE_SUBSCRIPTION_TERM,FLOAT,COLUMN,N,CPS_DSCI_BR
2430,CPQ_QUOTES_ALL,VIEW,END_DATE_OVERRIDE,DATE,COLUMN,N,CPS_DSCI_BR
2431,CPQ_QUOTES_ALL,VIEW,EXCHANGE_RATE_DATETIME,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR
2432,CPQ_QUOTES_ALL,VIEW,DATACANVASDECISION,VARCHAR(13),COLUMN,N,CPS_DSCI_BR
2433,CPQ_QUOTES_ALL,VIEW,PRODUCT_NAME,VARCHAR(3900),COLUMN,N,CPS_DSCI_BR
2434,CPQ_QUOTES_ALL,VIEW,ESTIMATE_TYPE,VARCHAR(3900),COLUMN,N,CPS_DSCI_BR
2435,CPQ_QUOTES_ALL,VIEW,QUOTE_LINE_DELETED,BOOLEAN,COLUMN,N,CPS_DSCI_BR
2436,CPQ_QUOTES_ALL,VIEW,QUOTE_DELETED,BOOLEAN,COLUMN,N,CPS_DSCI_BR
2437,CPQ_QUOTES_TMP,VIEW,QUOTE_NAME,VARCHAR(765),COLUMN,N,CPS_DSCI_BR
2438,CPQ_QUOTES_TMP,VIEW,QUOTE_THEATER,VARCHAR(3900),COLUMN,N,CPS_DSCI_BR
2439,CPQ_QUOTES_TMP,VIEW,THEATER,VARCHAR(765),COLUMN,N,CPS_DSCI_BR
2440,CPQ_QUOTES_TMP,VIEW,SALES_LEVEL_1,VARCHAR(300),COLUMN,N,CPS_DSCI_BR
2441,CPQ_QUOTES_TMP,VIEW,SALES_LEVEL_2,VARCHAR(300),COLUMN,N,CPS_DSCI_BR
2442,CPQ_QUOTES_TMP,VIEW,ESTIMATE_SUB_TYPE,VARCHAR(765),COLUMN,N,CPS_DSCI_BR
2443,CPQ_QUOTES_TMP,VIEW,CPQ_ESTIMATE_TYPE_NEW__C,VARCHAR(3900),COLUMN,N,CPS_DSCI_BR
2444,CPQ_QUOTES_TMP,VIEW,CPQ_COUNTRY__C,VARCHAR(765),COLUMN,N,CPS_DSCI_BR
2445,CPQ_QUOTES_TMP,VIEW,STATUS,VARCHAR(765),COLUMN,N,CPS_DSCI_BR
2446,CPQ_QUOTES_TMP,VIEW,ERP_ORDER_NUMBER,VARCHAR(300),COLUMN,N,CPS_DSCI_BR
2447,CPQ_QUOTES_TMP,VIEW,ORDERED,BOOLEAN,COLUMN,N,CPS_DSCI_BR
2448,CPQ_QUOTES_TMP,VIEW,CAM_REVENUE,FLOAT,COLUMN,N,CPS_DSCI_BR
2449,CPQ_QUOTES_TMP,VIEW,CAM_COST,FLOAT,COLUMN,N,CPS_DSCI_BR
2450,CPQ_QUOTES_TMP,VIEW,TOTAL_COST,FLOAT,COLUMN,N,CPS_DSCI_BR
2451,CPQ_QUOTES_TMP,VIEW,CAM_MARGIN,FLOAT,COLUMN,N,CPS_DSCI_BR
2452,CPQ_QUOTES_TMP,VIEW,ERP_ORDER_LINE_ID,VARCHAR(120),COLUMN,N,CPS_DSCI_BR
2453,CPQ_QUOTES_TMP,VIEW,ERP_SO_NUMBER,VARCHAR(120),COLUMN,N,CPS_DSCI_BR
2454,CPQ_QUOTES_TMP,VIEW,CPQ_CONTRACT_NUMBER,VARCHAR(765),COLUMN,N,CPS_DSCI_BR
2455,CPQ_QUOTES_TMP,VIEW,NET_MARGIN,FLOAT,COLUMN,N,CPS_DSCI_BR
2456,CPQ_QUOTES_TMP,VIEW,CCW_QUOTE_ID,VARCHAR(300),COLUMN,N,CPS_DSCI_BR
2457,CPQ_QUOTES_TMP,VIEW,QUOTE_NUMBER,VARCHAR(240),COLUMN,N,CPS_DSCI_BR
2458,CPQ_QUOTES_TMP,VIEW,TOTAL_ONSITE_HOURS,FLOAT,COLUMN,N,CPS_DSCI_BR
2459,CPQ_QUOTES_TMP,VIEW,TOTAL_REMOTE_HOURS,FLOAT,COLUMN,N,CPS_DSCI_BR
2460,CPQ_QUOTES_TMP,VIEW,TOTAL_WORK_HOURS,FLOAT,COLUMN,N,CPS_DSCI_BR
2461,CPQ_QUOTES_TMP,VIEW,TOTAL_WORK_HOURS_FORMULA,FLOAT,COLUMN,N,CPS_DSCI_BR
2462,CPQ_QUOTES_TMP,VIEW,TOTAL_HOURS,FLOAT,COLUMN,N,CPS_DSCI_BR
2463,CPQ_QUOTES_TMP,VIEW,C2LL,FLOAT,COLUMN,N,CPS_DSCI_BR
2464,CPQ_QUOTES_TMP,VIEW,DURATION_LL,"NUMBER(17,0)",COLUMN,N,CPS_DSCI_BR
2465,CPQ_QUOTES_TMP,VIEW,DURATION,"NUMBER(17,0)",COLUMN,N,CPS_DSCI_BR
2466,CPQ_QUOTES_TMP,VIEW,Q_START_DATE,DATE,COLUMN,N,CPS_DSCI_BR
2467,CPQ_QUOTES_TMP,VIEW,Q_END_DATE,DATE,COLUMN,N,CPS_DSCI_BR
2468,CPQ_QUOTES_TMP,VIEW,QL_START_DATE,DATE,COLUMN,N,CPS_DSCI_BR
2469,CPQ_QUOTES_TMP,VIEW,QL_END_DATE,DATE,COLUMN,N,CPS_DSCI_BR
2470,CPQ_QUOTES_TMP,VIEW,QL_EFFECTIVE_START_DATE,DATE,COLUMN,N,CPS_DSCI_BR
2471,CPQ_QUOTES_TMP,VIEW,QL_EFFECTIVE_END_DATE,DATE,COLUMN,N,CPS_DSCI_BR
2472,CPQ_QUOTES_TMP,VIEW,QL_EFFECTIVE_SUBSCRIPTION_TERM,FLOAT,COLUMN,N,CPS_DSCI_BR
2473,CPQ_QUOTES_TMP,VIEW,END_DATE_OVERRIDE,DATE,COLUMN,N,CPS_DSCI_BR
2474,CPQ_QUOTES_TMP,VIEW,EXCHANGE_RATE_DATETIME,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR
2475,CPS_CUSTOMER_DISCOVERY_SA,VIEW,CUST_DEF_ID,VARCHAR(1000),COLUMN,N,CPS_DSCI_BR
2476,CPS_CUSTOMER_DISCOVERY_SA,VIEW,SEARCHED_STRING,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
2477,CPS_CUSTOMER_DISCOVERY_SA,VIEW,SMART_ACCOUNT_NAME,VARCHAR(255),COLUMN,N,CPS_DSCI_BR
2478,CPS_CUSTOMER_DISCOVERY_SA,VIEW,SMART_ACCOUNT_ID,"NUMBER(10,0)",COLUMN,N,CPS_DSCI_BR
2479,CPS_CUSTOMER_DISCOVERY_SA,VIEW,SMART_ACCOUNT_STATUS,VARCHAR(255),COLUMN,N,CPS_DSCI_BR
2480,CPS_CUSTOMER_DISCOVERY_SA,VIEW,SA_DOMAIN_NAME,VARCHAR(255),COLUMN,N,CPS_DSCI_BR
2481,CPS_CUSTOMER_DISCOVERY_SA,VIEW,GU_NAME,VARCHAR(720),COLUMN,N,CPS_DSCI_BR
2482,CPS_CUSTOMER_DISCOVERY_SA,VIEW,GU_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
2483,CPS_CUSTOMER_DISCOVERY_SA,VIEW,HQ_NAME,VARCHAR(255),COLUMN,N,CPS_DSCI_BR
2484,CPS_CUSTOMER_DISCOVERY_SA,VIEW,HQ_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
2485,CPS_CUSTOMER_DISCOVERY_SA,VIEW,GU_STATUS,VARCHAR(255),COLUMN,N,CPS_DSCI_BR
2486,CPS_CUSTOMER_DISCOVERY_SA,VIEW,HQ_STATUS,VARCHAR(255),COLUMN,N,CPS_DSCI_BR
2487,CPS_CUSTOMER_DISCOVERY_SA,VIEW,BRANCH_NAME,VARCHAR(255),COLUMN,N,CPS_DSCI_BR
2488,CPS_CUSTOMER_DISCOVERY_SA,VIEW,BRANCH_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
2489,CPS_CUSTOMER_DISCOVERY_SA,VIEW,BRANCH_STATUS,VARCHAR(255),COLUMN,N,CPS_DSCI_BR
2490,CPS_CUSTOMER_DISCOVERY_SA,VIEW,BR_SALES_ORDER_COUNT,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
2491,CPS_CUSTOMER_DISCOVERY_SA,VIEW,BR_IB_CNT,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
2492,CPS_CUSTOMER_DISCOVERY_SA,VIEW,BR_SW_GPL,"NUMBER(38,4)",COLUMN,N,CPS_DSCI_BR
2493,CPS_CUSTOMER_DISCOVERY_SA,VIEW,BR_HW_GPL,"NUMBER(38,4)",COLUMN,N,CPS_DSCI_BR
2494,CPS_CUSTOMER_DISCOVERY_SA,VIEW,SAV_NAME,VARCHAR(720),COLUMN,N,CPS_DSCI_BR
2495,CPS_CUSTOMER_DISCOVERY_SA,VIEW,SAV_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
2496,CPS_CUSTOMER_DISCOVERY_SA,VIEW,CAV_NAME,VARCHAR(720),COLUMN,N,CPS_DSCI_BR
2497,CPS_CUSTOMER_DISCOVERY_SA,VIEW,CAV_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
2498,CPS_CUSTOMER_DISCOVERY_SA,VIEW,CAV_BU_NAME,VARCHAR(720),COLUMN,N,CPS_DSCI_BR
2499,CPS_CUSTOMER_DISCOVERY_SA,VIEW,CAV_BU_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
2500,CPS_CUSTOMER_DISCOVERY_SA,VIEW,CISCO_OPERATING_UNIT,VARCHAR(720),COLUMN,N,CPS_DSCI_BR
2501,CPS_CUSTOMER_DISCOVERY_SA,VIEW,IS_NAME,VARCHAR(720),COLUMN,N,CPS_DSCI_BR
2502,CPS_CUSTOMER_DISCOVERY_SA,VIEW,IS_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
2503,CPS_CUSTOMER_DISCOVERY_SA,VIEW,IS_SW_GPL,"NUMBER(38,4)",COLUMN,N,CPS_DSCI_BR
2504,CPS_CUSTOMER_DISCOVERY_SA,VIEW,IS_HW_GPL,"NUMBER(38,4)",COLUMN,N,CPS_DSCI_BR
2505,CPS_CUSTOMER_DISCOVERY_SA,VIEW,IS_SALES_ORDER_COUNT,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
2506,CPS_CUSTOMER_DISCOVERY_SA,VIEW,IS_IB_CNT,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
2507,CPS_CUSTOMER_DISCOVERY_SA,VIEW,ACTIVE_FLAG,VARCHAR(255),COLUMN,N,CPS_DSCI_BR
2508,CPS_CUSTOMER_DISCOVERY_SA,VIEW,CREATED_DATE,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR
2509,CPS_CUSTOMER_DISCOVERY_SA,VIEW,DELETED_FLAG,VARCHAR(255),COLUMN,N,CPS_DSCI_BR
2510,CPS_CUSTOMER_DISCOVERY_SA,VIEW,TAGS,VARCHAR(255),COLUMN,N,CPS_DSCI_BR
2511,CPS_CUSTOMER_DISCOVERY_SA,VIEW,INSTALL_COUNTRY,VARCHAR(255),COLUMN,N,CPS_DSCI_BR
2512,CPS_CUSTOMER_DISCOVERY_SA,VIEW,GU_ID_STRING,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
2513,CPS_CUSTOMER_DISCOVERY_SA,VIEW,SA_ID_STRING,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
2514,CPS_CUSTOMER_DISCOVERY_SA,VIEW,SA_DOMAIN_STRING,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
2515,CPS_CUSTOMER_DISCOVERY_SA,VIEW,HQ_ID_STRING,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
2516,CPS_CUSTOMER_DISCOVERY_SA,VIEW,BRANCH_ID_STRING,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
2517,CPS_CUSTOMER_DISCOVERY_SA,VIEW,SAV_ID_STRING,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
2518,CPS_CUSTOMER_DISCOVERY_SA,VIEW,CAV_ID_STRING,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
2519,CPS_CUSTOMER_DISCOVERY_SA,VIEW,CAV_BU_ID_STRING,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
2520,CPS_CUSTOMER_DISCOVERY_SA,VIEW,IS_ID_STRING,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
2521,CPS_CUSTOMER_DISCOVERY_SA,VIEW,INSTALL_COUNTRY_STRING,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR
2522,CPS_CUSTOMER_DISCOVERY_SA,VIEW,BRANCH_LOCATOR_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
2523,CPS_CUSTOMER_DISCOVERY_SA,VIEW,HQ_LOCATOR_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
2524,CPS_CUSTOMER_DISCOVERY_SA,VIEW,GU_LOCATOR_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
2525,CPS_CUSTOMER_DISCOVERY_SA,VIEW,INSTALL_LINE_1_ADDR,VARCHAR(510),COLUMN,N,CPS_DSCI_BR
2526,CPS_CUSTOMER_DISCOVERY_SA,VIEW,INSTALL_CITY,VARCHAR(510),COLUMN,N,CPS_DSCI_BR
2527,CPS_CUSTOMER_DISCOVERY_SA,VIEW,INSTALL_STATE,VARCHAR(510),COLUMN,N,CPS_DSCI_BR
2528,CPS_CUSTOMER_DISCOVERY_SA,VIEW,INSTALL_POSTAL_CD,VARCHAR(510),COLUMN,N,CPS_DSCI_BR
2529,CPS_CUSTOMER_DISCOVERY_SA,VIEW,INSTALL_SITE_STATUS,VARCHAR(510),COLUMN,N,CPS_DSCI_BR
2530,CPS_CUSTOMER_DISCOVERY_SA,VIEW,BEST_SITE_SALES_TERRITORY_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
2531,CPS_CUSTOMER_DISCOVERY_SA,VIEW,RECORD_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
2532,CPS_CUSTOMER_DISCOVERY_SA,VIEW,REFINE_VIEW_FLG,VARCHAR(50),COLUMN,N,CPS_DSCI_BR
2533,DATA_CANVAS_CONTRACT_DATA_V,VIEW,UID,"NUMBER(38,0)",COLUMN,N,CPS_BIA_BR
2534,DATA_CANVAS_CONTRACT_DATA_V,VIEW,ID,VARCHAR(16777216),COLUMN,N,CPS_BIA_BR
2535,DATA_CANVAS_CONTRACT_DATA_V,VIEW,SERVICE_LEVEL,VARCHAR(16777216),COLUMN,N,CPS_BIA_BR
2536,DATA_CANVAS_CONTRACT_DATA_V,VIEW,CREATED_BY,VARCHAR(50),COLUMN,N,CPS_BIA_BR
2537,DATA_CANVAS_CONTRACT_DATA_V,VIEW,CREATE_DTM,TIMESTAMP_NTZ(9),COLUMN,N,CPS_BIA_BR
2538,DATA_CANVAS_CONTRACT_DATA_V,VIEW,UPDATED_BY,VARCHAR(50),COLUMN,N,CPS_BIA_BR
2539,DATA_CANVAS_CONTRACT_DATA_V,VIEW,UPDATE_DTM,TIMESTAMP_NTZ(9),COLUMN,N,CPS_BIA_BR
2540,DATA_CANVAS_CONTRACT_DATA_V,VIEW,CAMCECID,VARCHAR(16777216),COLUMN,N,CPS_BIA_BR
2541,DATA_CANVAS_CONTRACT_DATA_V,VIEW,CONTRACT_NUMBER,VARCHAR(16777216),COLUMN,N,CPS_BIA_BR
2542,DATA_CANVAS_CONTRACT_DATA_V,VIEW,CONTRACT_TYPE,VARCHAR(5000),COLUMN,N,CPS_BIA_BR
2543,DATA_CANVAS_CONTRACT_DATA_V,VIEW,CONTRACT_DEL_FLAG,VARCHAR(2),COLUMN,N,CPS_BIA_BR
2544,DATA_CANVAS_CONTRACT_DATA_V,VIEW,AM_SERVICE_TYPE,VARCHAR(5000),COLUMN,N,CPS_BIA_BR
2545,DATA_CANVAS_CONTRACT_DATA_V,VIEW,AM_BOOKING_CONTRACT,VARCHAR(16777216),COLUMN,N,CPS_BIA_BR
2546,DATA_CANVAS_CONTRACT_DATA_V,VIEW,AM_CONTRACT_START_DATE,TIMESTAMP_NTZ(9),COLUMN,N,CPS_BIA_BR
2547,DATA_CANVAS_CONTRACT_DATA_V,VIEW,AM_CONTRACT_END_DATE,TIMESTAMP_NTZ(9),COLUMN,N,CPS_BIA_BR
2548,DATA_CANVAS_CONTRACT_DATA_V,VIEW,ASSET_MANAGER,VARCHAR(16777216),COLUMN,N,CPS_BIA_BR
2549,DATA_CANVAS_CONTRACT_DATA_V,VIEW,MONITOR_REASON,VARCHAR(16777216),COLUMN,N,CPS_BIA_BR
2550,DATA_CANVAS_DATA_SOURCES,BASE TABLE,REMOTE_SYSTEM_CUSTOMER_IDENTIFIER,"NUMBER(38,0)",COLUMN,N,CPS_BIA_BR
2551,DATA_CANVAS_DATA_SOURCES,BASE TABLE,FILE_NAME,VARCHAR(5000),COLUMN,N,CPS_BIA_BR
2552,DATA_CANVAS_DATA_SOURCES,BASE TABLE,FOLDER_PATH,VARCHAR(10000),COLUMN,N,CPS_BIA_BR
2553,DATA_CANVAS_DATA_SOURCES,BASE TABLE,FILE_SOURCE,VARCHAR(500),COLUMN,N,CPS_BIA_BR
